marks,n,author,title,date,content_ques
0,64,twmadrid (阿偉),[閒聊] 中國人去美國大使館生小孩拿到美國國籍嗎,Fri May 8 11:27:35 2020,中國人人人都想當美國人羨慕美國的自由 美國的擁槍憲法更羨慕沒有天網監控的國家還有勞工平均收入所以很多人都想要偷渡過去那我在想阿有電影演到 在大使館生小孩 拿到美國國籍那中國人 中國孕婦去美國駐中國大使館生小孩可以馬上拿到嗎
0,65,huanglove (純真可愛的安東尼),"[閒聊] 生小孩後.老公不做愛的情形普遍,正常嗎?",Thu Apr 16 08:41:54 2020,我看到何妤玟離婚的新聞其中一個離婚的點是她抱怨在生完小孩之後老公都不再跟她親熱了如果要做愛的話都是她要主動而那種感覺讓她感到很糟糕好像她不再有魅力一樣加上其他生活上的摩擦問題漸漸地就走到離婚的階段我以前就有聽過朋友說過她生完小孩之後老公就不再碰她了那她自己也因為要照顧小孩加上自己也沒很熱衷性事所以覺得這樣很剛好後來就演變成分房睡了但是兩人也沒有走到離婚或感情不好的程度就只是變淡了夫妻之間就真的變家人這樣就是少了熱情和愛情可是又不至於像陌生人那樣我覺得很奇怪生小孩跟夫妻之間的性事有啥關聯呢你生完小孩又不是說一口氣到了更年期或變成560歲的人怎麼會沒有性慾呢我一直納悶這兩者之間到底有啥關聯女生的部分我還可以理解因為照顧小孩確實需要很多心力和體力但我就搞不懂男生為什麼會在有小孩之後對於性事會變得不熱衷呢
0,66,jkljkl999 (懂得放下),Re: [討論] 歐美的女生敢沒結婚就生小孩？,Thu Apr 9 20:12:54 2020,英國首相的女友就是一個例子 歐美的女生不怕被拋棄嗎 雖然這樣講很難聽 結婚了再生才不怕男生落跑不是嗎 萬一女生帶著拖油瓶很難找第二春吧 歐美人到底是怎麼想的 沒結婚也敢生小孩之前問過友人西方國家不少的觀念是同居超過一年或多久視同結婚分手時無收入或低收入的一方可以請求贍養費另外孩子是國家的未來無論是否為婚生子女生母跟孩子一樣享有婚生子女的權益也就是說如果有沒有登記結婚真的沒差很多明星例如強尼戴普他跟法籍前女友生了一子一女分手時一樣要付贍養費
0,67,dinotw (Jin),Re: [討論] 歐美的女生敢沒結婚就生小孩？,Thu Apr 9 17:47:46 2020,原文吃光光別說歐美在台灣我就認識過兩個朋友未婚生小孩只是兩個狀況不一樣第一個是男人射後不理女人自己決定生下來靠自己的力量把小孩撫養長大第二個則是不想要婚姻但是想要有自己的小孩所以用了點技巧讓男人播種等到確定懷孕了再跟小孩子的爸爸分手說到這裡以前台灣的政府也在歧視未婚生子的女人沒有老公的女人生小孩很多補助都拿不到現在好了搞到很多人不生小孩要怪誰呢
0,68,mirror0227 (米洛),Re: [討論] 歐美的女生敢沒結婚就生小孩？,Thu Apr 9 17:11:49 2020,結婚這件事情本身也能離婚不能代表結婚就不會被拋棄充其量就是讓你們的關係在法律上有連結不能像交往一樣不認帳而且在通姦沒有罪行的國家結婚對忠誠的保障就更少了所以結婚就不怕落跑這件事根本不成立反而是有小孩這件事情也是雙方的另外一種連結畢竟有血緣的連結在台灣要是男生不認帳包含來不及墮掉之類的可以用民法跟對方追扶養費至於為什麼大家都是結婚生小孩我覺得這比較是民俗風氣的問題 英國首相的女友就是一個例子 歐美的女生不怕被拋棄嗎 雖然這樣講很難聽 結婚了再生才不怕男生落跑不是嗎 萬一女生帶著拖油瓶很難找第二春吧 歐美人到底是怎麼想的 沒結婚也敢生小孩
0,69,"chungrew (work hard, play hard)",Re: [討論] 歐美的女生敢沒結婚就生小孩？,Thu Apr 9 16:42:40 2020,德國的政策用意是希望大家多生小孩因為德國也面臨嚴重的少子化問題所以她們的政策是不結婚也沒關係 但希望大家要生小孩台灣的大學生研究生如果在讀書的時候懷孕很多人不會生下來但德國政府希望如果真的懷孕就生吧比如德國的大學生宿舍有讓男女朋友同居的宿舍 也有家庭宿舍大學生研究生未婚懷孕的話校方也是正面鼓勵正面看待並積極給予協助然後政府對幼兒幼托的補助以及支持機制也很完善簡單說就是透過各種制度創造誘因並鼓勵生育所以跟台灣不太一樣
0,70,homerun2005 (<U+307B><U+3081><U+308B>),[討論] 歐美的女生敢沒結婚就生小孩？,Thu Apr 9 16:11:02 2020,英國首相的女友就是一個例子歐美的女生不怕被拋棄嗎雖然這樣講很難聽結婚了再生才不怕男生落跑不是嗎萬一女生帶著拖油瓶很難找第二春吧歐美人到底是怎麼想的沒結婚也敢生小孩
0,74,ttmb (耶? ),[討論] 不生小孩40歲再結婚比較好？,Mon Mar 2 05:04:13 2020,為什麼40因為外表很重要 40以上真的救不起來40以前 老實說多數人都很普天生麗質大概5其餘大概兩成靠化妝打扮擠身正妹潮男剩下都普的但許多出社會有錢了 醫美和運動都做滿的 至少可以加個20分且40經濟能力與人格魅力高很多也比較成熟也更知道自己喜歡怎樣對象以前沒醫美 女生怕醜肥嫁不掉現在有醫美40比自己20美或帥的很多如此說 是不是沒要生小孩 40結比較好
0,75,destroytw (兩岸血脈相連，是一家人),[討論] 美國很危險為何還一堆台女去生小孩?,Sun Feb 23 07:39:58 2020,包括陸女和台女為了拿到小孩的美國籍很多人都跑去生小孩近一點可以選關島可是我很好奇雖然50萬可行想要依親也要有能力在美國定居生活啊不然就是打腫臉衝胖子而且美國種族歧視很嚴重黃猴子在當地比尼哥還不如還有美國家家有槍哪天有瘋子亂開就掛了就發生過台灣被認養的小孩被打死留在台灣還能保住性命結果移民美國被打死僅管如此為何台女孩堅持去美國生小孩而且美國醫療貴回台灣看病也要2萬機票費台女一定要去美帝生小孩原因為何
0,76,ccc9453 (9453),Re: [閒聊] 有人靠自己買房生小孩嗎,Sat Feb 8 18:05:16 2020,其實很多我一個國中同學路邊攤賣小吃 房子都三四間其中有店面租人 自己擺攤省租金房價是高 但一直把錢花在出國跟吃大餐然後喊沒錢買房這能認同嗎
0,81,G2S (貓貓好吃),[閒聊] 現在的另一半是你最想跟他生小孩的人嗎?,Sun Jan 26 23:54:57 2020,目前有另一半的情侶們 回答應該都是是畢竟沒有人會冒著被貼上渣男渣女的風險說實話不過如果是匿名的論壇裡 在有一堆人在第三者版說出真心話邪惡且政治不正確的想法到處都有 thirdperson kodomo等 雜 當過第三者的好處你目前的另一半未來會他她生小孩嗎
0,86,destroytw (兩岸血脈相連，是一家人),[討論] 為何沒錢沒勢的人會想生小孩?,Sun Jan 12 08:32:06 2020,大家都知道全世界每個國家都是有錢有勢的人在制定遊戲規則不管民主國家還是人治國家而台灣地區不管選出哪個領導人都是財團走狗沒有個好爸爸好媽媽長大也是當人家奴隸而已像我就很不爽我家沒錢為何還要生小孩女孩會不會覺得沒錢沒勢生小孩很自私當然有些人說自己能吃苦但是小孩很可憐不能選擇出生家庭女孩會覺得沒錢沒勢還生小孩很白癡很智障嗎
0,87,fawangching (陳先生),[問題] 哪些名人沒有生小孩很可惜？,Sat Jan 4 21:53:08 2020,好奇問一下有哪些名人沒有生小孩很可惜當然是尊重他們的選擇只是討論一下我個人一直很欣賞梁朝偉他在2046裡面真的魅力十足他沒有小孩我覺得滿可惜的大家還有覺得哪些名人沒有生小孩很可惜嗎
0,88,sec5566 (sec),[討論] 剛生小孩跟結婚是不是運氣特別好啊,Fri Jan 3 12:21:59 2020,我看每年摸彩最大獎都剛生小孩的中剛結婚的也至少都次大獎大家也有這種感覺嗎
0,89,KirimaSyaro (心懷感謝不以物喜不以己),Re: [討論] 會想生小孩嗎？,Sun Dec 15 13:45:55 2019,窮人不生小孩 是無產階級對資產階級最大的復仇只要窮人都不生小孩了 就沒有窮人了世上只會剩下有錢人 根據資本主義 有錢人就不能繼續有錢了因為大家都有錢 錢的價值就降低了 沒有窮人可以奴隸所以富二代不能繼續爽 沒那麼有錢的富二代只好出門工作了譬如說去當超商店員之類的 這不是很棒的事嗎可惜窮人不懂團結 不知道窮人不生小孩團結對抗富二代我決定上網宣傳 窮人不生小孩抗議行動藉由窮人不生小孩 發動無產階級革命 最近跟家人討論到是否婚後要生小孩拔麻用很堅決跟強迫的語氣回答一定要 本身因工時長有值班晚上不能回家沒值班大概早8晚8放假只想睡覺跟C貓生小孩 根本沒有時間陪這樣感覺小孩很口憐QQ 各位女孩會想生小孩嗎 附上很純的喵 這年代生小孩不要有什麼養兒防老的想法 養得好是應該 養不好生出一堆匪類有的是問題要你處理 所以才會說生了不會教乾脆不要生 多生一個人出來 長大不成材進不了台GG只能做服務業然後做到懷疑人生變成潛在鄭捷 那真的還是時時刻刻記得善用保險套不要出什麼意外 I clean the house and wash the bathroom and toilet and make the cake for myroommate The ones she allows I might be capable of doingAnd do you go out with friendsWell a boys best friend is his roommate No Angels
0,91,beatssola (Shark5566),Re: [閒聊] 那些沒錢還生小孩的 現在小孩發展的如何,Sat Dec 14 10:25:09 2019,原文怒刪不是我在說到底為什麼一堆人要把自己廢物怪在父母身上啊這樣對自己的自卑可以少一點嗎一堆人在那計較從小沒資源結果自己讀書時間根本沒別人多真的有去幫忙做生意那還沒的講真的笑死還有那種說沒辦法只能填高職4技大學夜間部要不要貼一下成績單我看根本就是只能到那邊吧國小成績很好考高中看國小成績國中成績很好躺著考都有公立的可以念好嗎上日間部下午晚上去扛大夜的大有人在扛大夜錢根本沒有比較少甚至還有一堆報廢可以省餐錢 在念南部某中字電資的時候也是一堆同學早上扛學業下午晚上拼PT衝家教的我室友低收一樣系排5非中低上完大夜一樣去上課真的太累跟我借筆記啃上班在拉排面跟補備品的時候一樣啃書啊甚至跟我炫耀上一天大夜可以背55個單字CP值好高 看了好心酸哈哈沒班的時候一樣每天吃超商報廢待在宿舍啃書沒錢買多益的參考書去圖書館借一下YT影片跟著看跟著念畢業一樣900多分最後人家邊上班邊唸書一樣念到青椒研究所 也沒看他在怪父母的 我很認同一句話當你全心全力在做事情的時候週遭的人都會過來挺你的問題是有沒有心可以嗎上課沒到筆記上不會的你有試著去問過教授老師嗎我不太相信教授老師會輸補習班原文書的題目教授一樣講的很詳細甚至會跟你說那邊需要注意不要把自己的懶惰原罪推的一乾二凈看了就噁心zzzz之前大學做過家教也做過超商PT做PT的時候很常遇到兩種人家裡很窮整天怪父母從小不培養結果叫他背個單字可以跟我說不喜歡唸書看到英文就想自殺從小培養你就會喜歡唸書了這樣就沒有坑爹的富二代人渣了啦 笑死我看到的那種怪父母家裡沒錢培養最後上班只能來扛大夜一到週末就是衝KTV夜衝酒吧去一些不三不四的地方一堆存到了一筆錢勸他要不要去上個課補一張證照甚至我另一個室友應屆高考雙榜全上說暑假可以來教他不用錢要這個同事把存的錢拿去報名補習班補一下公職跟他說地特隨便考隨便上也不要整天在那邊小確幸存的錢拿去買新愛瘋念學店科系也要選文組最後在那怪父母說要是從小唸雙語現在一定唸醫科真的笑死真的是說念到學店有一大半是自己的選擇念學店也不念一間有名的電資出來洗研出去一樣很好找工作不要把自己的失敗怪在父母身上這樣真的很可悲還是說現在要怪父母沒有教你如何做選擇有這麼可悲的我猜這篇風向不對會被噓這邊真的是負面情緒聚集地每個人生不如意都要吹自己年薪三百 最後在一起在留言串怪父母呵呵
